,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
1187,Furman,SC,30,25,107.7,96.6,0.7788,55.4,47.9,18.4,20.1,28.7,30.0,24.9,24.2,56.7,48.6,36.0,31.2,68.0,-0.4,0,0.0,2019
1188,Mercer,SC,29,11,101.9,105.3,0.4054,51.0,52.7,19.3,20.1,28.8,32.3,35.7,34.7,51.2,53.4,33.8,34.6,68.3,-12.2,0,0.0,2019
1189,Samford,SC,32,17,105.5,103.2,0.5631,54.1,49.6,19.3,18.1,28.1,31.2,33.9,28.3,53.0,47.3,37.3,35.1,70.6,-8.8,0,0.0,2019
1190,The Citadel,SC,27,12,106.0,114.0,0.3011,52.0,56.6,17.3,16.9,25.1,31.8,25.8,31.7,54.2,57.5,33.5,37.1,75.3,-10.9,0,0.0,2019
1191,UNC Greensboro,SC,34,29,104.4,98.1,0.6724,51.2,51.0,17.1,22.2,31.4,29.7,30.6,32.2,51.4,50.1,33.8,35.0,69.0,1.9,0,0.0,2019
1192,VMI,SC,29,11,101.2,111.9,0.2382,50.1,56.9,16.5,16.9,21.7,27.6,29.2,32.0,47.6,56.8,35.4,38.1,73.1,-13.1,0,0.0,2019
1193,Western Carolina,SC,31,7,99.9,109.6,0.2557,53.6,55.3,25.1,14.7,28.4,25.7,34.8,39.7,52.3,57.8,36.8,34.1,71.1,-16.5,0,0.0,2019
1229,Alabama,SEC,34,18,107.4,95.6,0.7931,50.3,48.9,19.5,16.9,31.5,28.0,38.0,29.6,49.9,48.5,34.0,33.3,70.1,-0.2,0,0.0,2019
1230,Arkansas,SEC,34,18,109.3,96.7,0.8046,51.0,49.4,18.3,22.5,28.3,34.8,38.4,41.7,50.6,48.9,34.5,33.3,71.9,-2.2,0,0.0,2019
1231,Georgia,SEC,32,11,105.0,100.0,0.6344,50.1,48.5,22.5,15.5,32.7,31.0,41.3,29.9,51.1,47.8,32.2,33.2,70.2,-7.4,0,0.0,2019
1232,Missouri,SEC,32,15,107.3,95.0,0.8011,50.5,49.4,21.0,18.1,31.9,25.7,29.8,38.1,47.6,50.6,36.3,31.9,66.1,-3.0,0,0.0,2019
1233,South Carolina,SEC,31,16,107.8,96.3,0.7861,48.3,49.5,19.2,20.3,31.8,31.1,36.2,39.6,44.9,48.2,36.5,34.2,71.8,-2.1,0,0.0,2019
1234,Texas A&M,SEC,32,14,106.4,98.3,0.7129,49.3,49.3,20.0,18.5,32.7,32.5,34.2,27.0,51.0,49.1,30.8,33.1,69.0,-4.4,0,0.0,2019
1235,Vanderbilt,SEC,32,9,100.3,100.1,0.5062,48.6,49.5,20.5,16.4,29.0,29.3,40.6,33.3,50.0,48.0,31.1,34.9,68.9,-9.1,0,0.0,2019
1284,Central Arkansas,Slnd,30,14,98.6,110.7,0.2097,49.1,51.9,19.7,18.0,24.5,30.9,34.2,34.3,46.3,51.2,35.3,35.3,72.0,-13.4,0,0.0,2019
1285,Houston Baptist,Slnd,28,12,102.2,112.1,0.2576,49.6,55.7,19.5,20.2,33.8,29.6,42.4,35.7,49.3,54.3,33.4,39.0,75.1,-13.1,0,0.0,2019
1286,Incarnate Word,Slnd,27,6,97.2,119.2,0.0875,51.9,59.3,24.1,19.7,23.1,32.7,34.8,39.1,51.4,61.2,35.1,37.6,66.4,-20.2,0,0.0,2019
1287,Lamar,Slnd,29,20,103.0,107.0,0.3905,49.3,52.2,20.0,19.8,36.2,27.4,42.3,35.7,48.8,52.3,33.6,34.6,69.7,-9.0,0,0.0,2019
1288,McNeese St.,Slnd,27,9,96.3,113.6,0.1306,49.8,54.2,21.3,17.7,29.7,31.9,38.8,29.3,51.3,53.8,31.0,36.5,67.5,-17.4,0,0.0,2019
1289,New Orleans,Slnd,29,19,96.2,105.2,0.2631,48.0,50.0,21.8,22.5,32.8,34.2,36.0,40.4,47.2,50.5,33.3,32.7,69.7,-8.7,0,0.0,2019
1290,Nicholls St.,Slnd,27,14,98.3,110.3,0.2102,50.1,51.0,17.2,18.1,23.5,33.6,21.9,36.0,45.4,53.5,37.0,30.7,70.2,-12.6,0,0.0,2019
1291,Northwestern St.,Slnd,28,11,89.0,109.4,0.085,44.7,51.2,22.7,19.5,28.9,34.7,33.6,36.5,46.2,48.1,28.0,37.5,69.9,-14.9,0,0.0,2019
1292,Sam Houston St.,Slnd,30,21,105.6,106.4,0.47700000000000004,51.8,51.2,18.3,21.2,29.7,28.6,26.0,43.3,48.6,51.4,37.5,34.0,67.7,-6.7,0,0.0,2019
1293,Southeastern Louisiana,Slnd,31,17,98.9,105.4,0.3256,50.4,50.2,24.1,20.9,32.5,28.2,37.2,39.3,50.4,50.6,33.6,32.9,66.8,-10.8,0,0.0,2019
1294,Stephen F. Austin,Slnd,26,14,94.5,108.8,0.1655,48.4,52.6,20.5,21.5,29.1,32.9,36.2,36.1,47.6,49.9,33.3,37.4,70.0,-11.9,0,0.0,2019
1295,Texas A&M Corpus Chris,Slnd,28,14,93.9,104.1,0.2355,47.9,48.6,22.3,20.1,31.1,27.5,29.8,41.7,47.6,46.1,32.3,34.9,66.3,-13.7,0,0.0,2019
1327,Denver,Sum,29,8,98.3,111.5,0.1916,50.2,56.5,19.7,15.7,26.4,22.9,26.2,28.3,47.8,51.7,36.2,41.8,68.8,-16.1,0,0.0,2019
1328,Fort Wayne,Sum,30,18,106.5,107.1,0.4839,55.8,54.0,16.8,17.1,23.1,28.6,26.9,25.0,55.8,52.0,37.2,38.0,73.1,-9.5,0,0.0,2019
1329,Nebraska Omaha,Sum,31,21,108.4,109.5,0.4722,54.4,55.0,13.5,16.8,24.8,25.6,24.1,27.1,51.8,55.2,39.3,36.5,69.5,-4.6,0,0.0,2019
1330,Oral Roberts,Sum,30,11,103.6,112.6,0.2769,52.2,54.1,20.4,14.5,29.8,27.1,26.1,32.7,50.7,51.3,36.4,39.0,68.6,-14.3,0,0.0,2019
1331,South Dakota,Sum,28,13,100.2,104.9,0.3711,50.1,51.7,16.1,17.4,21.5,25.6,35.9,35.2,49.6,50.7,33.9,35.8,68.3,-11.7,0,0.0,2019
1332,South Dakota St.,Sum,32,24,111.3,104.2,0.6822,58.5,50.2,16.3,15.6,23.9,22.7,31.9,23.7,56.2,48.8,41.2,34.5,72.4,-3.4,0,0.0,2019
1333,Western Illinois,Sum,29,10,96.9,106.8,0.2463,49.8,52.2,16.3,14.5,22.6,25.5,23.2,28.1,45.9,48.4,38.2,38.9,68.7,-16.0,0,0.0,2019
1370,Alabama A&M,SWAC,32,5,87.2,109.3,0.0692,45.8,53.7,22.3,21.0,28.0,32.1,25.1,38.8,45.0,54.1,31.6,35.3,67.1,-22.6,0,0.0,2019
1371,Alabama St.,SWAC,29,12,93.6,111.7,0.1156,46.1,53.0,21.0,21.2,31.6,32.4,37.4,36.9,44.7,53.6,32.1,34.7,68.5,-13.7,0,0.0,2019
1372,Alcorn St.,SWAC,27,10,89.0,112.6,0.0628,45.7,52.7,24.1,18.2,30.1,31.5,30.5,36.5,45.0,55.3,31.3,32.1,67.1,-16.7,0,0.0,2019
1373,Arkansas Pine Bluff,SWAC,31,13,94.1,110.8,0.1324,48.4,51.6,22.1,19.7,29.1,30.7,42.4,45.0,47.0,50.8,34.0,35.5,67.1,-14.0,0,0.0,2019
1374,Grambling St.,SWAC,31,17,94.9,104.0,0.2607,50.0,45.1,22.1,18.0,25.8,29.4,43.0,42.3,45.5,44.7,40.2,30.6,70.7,-11.5,0,0.0,2019
1375,Jackson St.,SWAC,30,13,90.0,104.0,0.1592,44.6,49.2,20.4,20.7,28.7,27.0,34.3,44.0,45.9,46.8,27.9,35.5,67.0,-14.5,0,0.0,2019
1376,Mississippi Valley St.,SWAC,31,6,89.8,113.2,0.0657,41.9,54.1,18.5,17.5,28.4,31.7,33.7,32.0,40.1,51.4,31.0,39.1,70.6,-20.2,0,0.0,2019
1377,Southern,SWAC,31,7,92.8,110.0,0.1242,48.9,54.9,23.2,22.2,30.2,32.9,34.6,50.5,48.8,54.8,32.6,36.7,67.5,-19.1,0,0.0,2019
1378,Texas Southern,SWAC,36,24,102.8,109.0,0.3392,50.8,51.6,19.8,19.9,32.5,31.7,40.8,32.6,52.2,51.1,32.1,35.0,75.8,-6.6,0,0.0,2019
1407,Cal Baptist,WAC,27,16,104.9,107.5,0.4321,51.2,48.8,18.0,15.1,28.8,28.9,32.4,39.6,50.4,46.9,34.8,35.4,69.4,-9.0,0,0.0,2019
1408,Cal St. Bakersfield,WAC,31,18,101.4,107.2,0.3441,46.6,51.3,19.0,20.1,37.9,29.6,29.2,52.5,46.7,49.5,31.0,36.0,66.5,-8.8,0,0.0,2019
1409,Chicago St.,WAC,30,3,88.5,117.3,0.038,44.2,57.8,22.5,16.7,22.1,33.9,33.1,33.9,43.5,57.9,30.7,38.5,71.9,-20.9,0,0.0,2019
1410,Grand Canyon,WAC,33,20,106.3,101.2,0.6365,51.4,49.9,17.3,19.3,29.0,25.7,33.7,29.7,52.5,48.4,33.1,35.2,69.3,-5.6,0,0.0,2019
1411,Seattle,WAC,31,18,100.0,100.6,0.4807,49.1,46.7,17.5,15.8,29.3,26.5,34.3,38.5,46.1,44.9,36.8,33.6,68.7,-8.9,0,0.0,2019
1412,UMKC,WAC,31,11,99.5,106.3,0.3201,49.8,53.6,17.2,20.9,23.5,32.3,32.4,36.7,47.8,53.0,35.2,36.5,68.0,-13.6,0,0.0,2019
1413,UT Rio Grande Valley,WAC,35,20,98.0,100.9,0.4167,46.3,50.4,18.0,24.3,26.5,32.6,42.7,43.5,46.0,50.3,31.3,33.8,71.7,-8.2,0,0.0,2019
1414,Utah Valley,WAC,33,25,107.0,102.6,0.6194,55.6,49.1,20.2,16.5,28.0,26.6,40.3,29.3,54.2,47.3,38.5,34.9,69.9,-2.3,0,0.0,2019
1449,BYU,WCC,32,19,110.0,102.8,0.6868,52.8,50.7,15.3,17.6,23.7,27.0,40.0,35.4,54.7,48.3,33.0,36.6,72.7,-3.1,0,0.0,2019
1450,Loyola Marymount,WCC,32,22,103.1,98.7,0.6228,49.5,49.6,19.3,21.6,29.4,27.2,36.7,36.2,50.3,50.3,31.6,32.4,64.0,-4.0,0,0.0,2019
1451,Pacific,WCC,30,14,98.4,102.6,0.3831,47.7,54.2,19.6,19.2,26.8,23.1,40.5,42.2,44.9,54.1,35.6,36.2,66.5,-9.6,0,0.0,2019
1452,Pepperdine,WCC,33,16,107.0,105.3,0.5462,52.0,53.9,18.0,20.9,24.9,29.5,35.7,35.7,48.4,54.9,37.9,34.8,71.9,-9.7,0,0.0,2019
1453,Portland,WCC,30,7,93.6,108.1,0.1607,47.3,51.8,19.9,16.3,20.3,30.1,39.0,34.6,45.8,49.2,32.9,37.1,68.5,-17.9,0,0.0,2019
1454,San Diego,WCC,35,21,104.4,97.4,0.6893,52.4,49.6,18.8,17.5,24.1,22.0,32.4,37.3,52.4,49.7,34.8,32.9,68.2,-3.7,0,0.0,2019
1455,San Francisco,WCC,30,21,111.1,101.5,0.7383,53.5,48.9,15.1,17.2,28.9,25.0,30.9,30.6,53.8,49.3,35.4,32.0,67.9,-2.7,0,0.0,2019
1456,Santa Clara,WCC,30,16,100.3,102.4,0.4409,51.6,49.1,20.5,16.3,24.1,28.3,33.9,35.2,49.8,49.9,36.2,31.8,67.8,-7.1,0,0.0,2019
1475,UCF,Amer,33,24,112.7,93.3,0.898,52.9,45.4,17.6,18.0,29.5,29.6,45.3,29.2,52.0,44.5,36.5,31.3,66.4,2.0,R32,9.0,2019
1484,Iowa,B10,35,23,116.1,100.6,0.8385,52.7,51.5,17.2,18.4,29.8,29.4,42.3,28.8,51.4,53.5,36.4,32.4,70.9,3.2,R32,10.0,2019
1485,Maryland,B10,34,23,111.6,93.3,0.8875,51.4,45.9,19.4,14.1,34.1,24.8,32.8,26.6,50.8,44.7,34.9,31.9,67.7,4.2,R32,6.0,2019
1486,Minnesota,B10,36,22,110.4,96.3,0.8284,48.2,49.5,17.1,16.9,31.4,28.4,41.6,28.2,48.5,48.7,31.7,34.0,68.8,2.7,R32,10.0,2019
1487,Ohio St.,B10,35,20,107.8,93.8,0.8329,50.3,48.3,18.7,18.2,27.6,25.9,33.7,31.8,49.7,47.9,34.1,32.7,67.2,0.9,R32,11.0,2019
1490,Baylor,B12,34,20,114.6,99.2,0.84,51.2,49.1,19.7,18.6,37.9,29.4,32.3,36.5,51.2,47.5,34.1,34.5,66.6,0.9,R32,9.0,2019
1491,Kansas,B12,36,26,112.9,92.4,0.9092,52.6,47.8,18.8,18.2,30.1,27.9,32.5,27.8,52.6,46.0,35.0,33.6,71.5,8.3,R32,4.0,2019
1492,Oklahoma,B12,34,20,110.5,93.1,0.878,50.4,47.5,17.0,17.3,25.8,27.8,31.3,23.1,49.7,45.8,34.6,33.3,70.3,2.5,R32,9.0,2019
1503,Villanova,BE,36,26,114.6,98.9,0.8448,53.2,50.4,16.9,18.0,30.3,27.7,34.4,28.2,53.7,49.7,35.2,34.3,65.1,3.6,R32,6.0,2019
1504,Liberty,BSth,33,29,109.2,99.6,0.7428,55.9,48.9,17.2,20.5,25.2,26.4,26.7,32.7,56.4,48.3,36.8,33.3,63.5,-0.6,R32,12.0,2019
1506,UC Irvine,BW,36,31,107.2,97.6,0.7458,51.3,44.1,17.5,16.7,33.7,27.0,28.7,33.0,50.1,40.7,35.9,33.9,66.6,0.7,R32,13.0,2019
1513,Buffalo,MAC,35,32,113.6,95.3,0.8819,53.4,47.3,16.0,20.3,31.7,26.9,32.7,31.9,55.7,49.3,33.7,29.3,74.9,5.5,R32,6.0,2019
1519,Murray St.,OVC,31,28,110.4,98.6,0.7852,54.8,46.5,17.2,19.4,32.0,30.7,33.5,27.4,56.2,48.3,34.9,28.9,70.2,1.2,R32,12.0,2019
1523,Washington,P12,36,27,105.6,93.1,0.8097,52.1,47.5,19.8,24.2,29.1,34.9,34.7,34.0,51.9,46.0,35.0,33.4,67.3,3.1,R32,9.0,2019
1526,Wofford,SC,32,30,116.4,97.1,0.8892,57.5,49.9,16.1,19.1,31.8,25.2,27.8,31.8,53.9,50.6,41.4,32.6,67.1,4.0,R32,7.0,2019
1534,Florida,SEC,36,20,110.3,91.6,0.8947,49.8,48.1,17.9,22.4,30.6,32.2,29.9,33.6,49.5,48.5,33.4,31.6,64.3,0.7,R32,10.0,2019
1544,Saint Louis,A10,36,23,101.3,95.7,0.6599,46.7,46.9,19.3,19.4,36.0,25.1,39.4,33.5,47.2,46.7,30.4,31.4,67.7,-3.2,R64,13.0,2019
1545,VCU,A10,33,25,104.6,87.6,0.8838,50.1,43.5,20.0,23.4,31.0,30.6,35.7,36.6,53.1,43.8,30.5,28.5,69.7,1.1,R64,8.0,2019
1553,Louisville,ACC,34,20,112.9,93.1,0.9023,50.9,46.7,17.5,16.1,29.1,25.9,34.9,32.0,50.6,46.0,34.2,32.0,68.6,2.3,R64,7.0,2019
1554,Syracuse,ACC,34,20,110.5,94.2,0.8622,49.6,48.1,18.5,23.1,30.2,33.4,36.8,34.3,49.3,46.9,33.3,32.9,67.3,0.4,R64,8.0,2019
1558,Vermont,AE,33,27,107.0,98.1,0.7324,52.6,48.7,16.8,19.1,27.3,22.2,35.9,27.5,51.6,46.3,35.9,35.1,66.7,-1.0,R64,13.0,2019
1564,Cincinnati,Amer,35,28,112.3,93.8,0.8871,49.0,48.6,16.0,20.9,37.4,29.3,37.6,30.5,47.6,45.1,34.5,35.5,65.0,5.8,R64,7.0,2019
1575,Wisconsin,B10,34,23,108.2,88.6,0.9089,51.1,45.2,14.6,17.2,24.5,26.5,27.3,25.8,49.7,44.1,35.9,31.5,65.0,6.3,R64,5.0,2019
1589,Iowa St.,B12,35,23,118.4,96.6,0.912,54.7,48.4,16.3,18.8,28.3,30.1,30.0,23.6,55.0,47.1,36.2,33.6,69.1,4.3,R64,6.0,2019
1590,Kansas St.,B12,34,25,108.0,87.8,0.9151,49.4,48.2,17.4,22.8,28.3,25.7,30.6,30.7,48.9,49.0,33.4,31.4,64.9,6.5,R64,4.0,2019
1599,Marquette,BE,34,24,111.7,95.9,0.8524,53.5,46.3,19.4,16.6,29.4,26.1,35.1,35.9,50.0,45.1,38.8,32.4,70.5,2.7,R64,5.0,2019
1600,Seton Hall,BE,34,20,107.9,96.9,0.7749,49.9,49.6,17.5,19.8,29.5,29.2,34.5,32.8,50.6,48.7,32.4,34.0,70.4,-0.4,R64,10.0,2019
1605,Montana,BSky,33,26,106.2,103.2,0.5812,56.1,50.1,17.3,19.2,27.4,24.9,31.6,37.3,55.6,49.3,37.8,34.4,68.0,-3.2,R64,15.0,2019
1610,Gardner Webb,BSth,32,23,106.0,106.6,0.4852,54.8,50.5,17.1,18.2,22.4,31.3,38.3,27.6,53.6,50.4,37.7,33.7,68.7,-5.0,R64,16.0,2019
1618,Northeastern,CAA,34,23,109.1,102.5,0.6712,56.5,52.1,16.6,16.7,22.7,24.6,34.3,27.8,55.8,53.0,38.2,33.7,67.5,-2.8,R64,13.0,2019
1619,Old Dominion,CUSA,35,26,99.3,94.6,0.6339,47.2,45.6,17.8,18.5,32.1,24.8,28.9,32.4,44.1,43.5,34.9,32.4,65.9,-1.8,R64,14.0,2019
1624,Northern Kentucky,Horz,33,26,107.8,101.3,0.6719,54.6,49.1,17.8,18.4,30.6,26.0,34.8,35.2,55.0,49.9,36.0,32.0,69.3,-2.2,R64,14.0,2019
1628,Yale,Ivy,29,22,110.5,102.5,0.7034,55.6,47.3,17.8,15.2,26.3,24.6,30.1,31.1,56.0,47.8,36.5,31.0,72.2,-0.9,R64,14.0,2019
1632,Iona,MAAC,33,17,105.2,108.8,0.4044,53.0,52.3,17.3,18.5,25.1,30.7,36.8,28.5,53.2,50.3,35.1,36.6,71.9,-10.4,R64,16.0,2019
1638,Bradley,MVC,34,20,101.1,100.5,0.517,49.7,47.6,18.8,18.4,26.7,26.7,36.3,35.6,46.5,46.5,37.0,32.8,66.5,-7.9,R64,15.0,2019
1643,Nevada,MWC,34,29,112.5,95.9,0.8618,53.7,47.7,14.6,19.2,27.2,24.9,40.8,28.0,54.9,46.3,34.7,33.2,70.8,3.8,R64,7.0,2019
1644,Utah St.,MWC,34,28,111.3,96.8,0.8329,53.9,46.5,18.2,17.3,32.0,22.3,36.7,34.3,54.2,42.2,35.7,35.3,69.6,2.0,R64,8.0,2019
1647,Fairleigh Dickinson,NEC,33,21,104.5,110.3,0.3494,54.2,52.0,19.7,20.2,29.5,33.2,35.7,29.4,51.0,51.3,40.1,35.3,68.0,-9.3,R64,16.0,2019
1652,Belmont,OVC,32,27,114.9,101.0,0.8138,57.6,48.7,15.2,16.0,25.3,25.0,28.5,27.4,59.2,47.2,37.0,34.4,72.5,1.2,R64,11.0,2019
1659,Arizona St.,P12,34,23,108.7,97.6,0.775,50.6,48.5,18.7,19.0,31.7,26.9,43.8,38.6,50.8,47.3,33.6,33.4,71.9,0.1,R64,11.0,2019
1664,Colgate,Pat,34,24,109.1,105.5,0.5961,55.9,50.7,19.3,17.8,30.2,27.1,28.4,28.2,53.5,50.5,39.5,33.9,67.9,-4.4,R64,15.0,2019
1667,Georgia St.,SB,33,24,106.4,101.1,0.6418,53.7,50.3,16.4,21.0,23.0,33.8,35.4,30.9,51.2,51.2,38.1,32.8,71.3,-1.3,R64,14.0,2019
1678,Mississippi,SEC,33,20,113.3,97.9,0.8433,53.1,51.0,18.2,20.6,30.2,29.3,30.9,33.5,52.7,48.2,35.8,37.4,69.7,0.9,R64,8.0,2019
1679,Mississippi St.,SEC,34,23,116.9,96.8,0.898,54.6,50.3,19.2,19.5,34.7,29.6,32.7,32.1,53.4,48.4,37.7,35.7,69.0,4.5,R64,5.0,2019
1682,Abilene Christian,Slnd,30,27,100.9,100.7,0.5064,51.9,49.8,17.3,23.3,27.0,28.5,34.0,38.3,49.5,49.8,37.7,33.3,67.1,-2.6,R64,15.0,2019
1687,North Dakota St.,Sum,33,19,106.6,109.0,0.4369,53.5,53.6,15.7,14.4,20.7,25.9,32.2,26.5,52.1,52.6,36.7,37.0,66.5,-8.6,R64,16.0,2019
1695,New Mexico St.,WAC,33,30,111.8,98.2,0.8155,54.1,48.9,17.8,19.1,37.0,22.5,34.6,32.5,56.7,48.0,34.0,33.5,67.1,1.4,R64,12.0,2019
1696,Saint Mary's,WCC,34,22,113.1,96.3,0.8637,53.8,48.9,16.2,16.3,31.2,23.0,29.1,29.1,52.3,49.2,37.8,32.1,64.1,-0.8,R64,11.0,2019
1699,Temple,Amer,33,23,109.4,97.6,0.7866,49.9,50.6,15.7,20.6,26.9,29.2,32.5,33.9,50.1,51.5,33.0,32.9,70.2,1.8,R68,11.0,2019
1702,St. John's,BE,34,21,107.4,99.5,0.7067,51.9,50.7,14.3,21.2,21.8,29.4,29.5,39.7,50.7,50.3,35.8,34.2,72.3,-1.2,R68,11.0,2019
1706,North Carolina Central,MEAC,31,18,98.0,108.3,0.2414,49.9,49.9,22.7,17.5,34.8,26.9,33.5,31.4,51.3,50.9,31.5,32.0,66.4,-10.9,R68,16.0,2019
1715,Prairie View A&M,SWAC,34,22,101.7,105.7,0.3911,49.0,51.2,17.4,24.7,29.7,34.3,43.1,46.2,49.2,53.7,32.4,31.2,72.2,-7.1,R68,16.0,2019
1723,Florida St.,ACC,37,29,111.7,90.9,0.9146,50.5,47.2,18.9,20.3,32.8,27.0,35.8,35.7,50.9,45.3,33.2,33.5,70.0,7.6,S16,4.0,2019
1724,North Carolina,ACC,36,29,120.1,91.4,0.9582,52.9,48.9,17.2,18.3,35.3,22.8,30.2,28.4,52.1,47.9,36.2,33.5,76.0,10.0,S16,1.0,2019
1725,Virginia Tech,ACC,35,26,117.8,93.4,0.9357,55.6,49.0,17.3,21.6,29.6,27.2,31.9,26.3,52.9,49.0,39.4,32.7,65.1,5.0,S16,4.0,2019
1726,Houston,Amer,37,33,115.7,90.5,0.9439,52.1,42.5,16.5,18.2,34.4,26.0,31.6,37.3,51.3,43.0,35.5,27.9,67.3,7.8,S16,3.0,2019
1734,Michigan,B10,37,30,114.6,85.6,0.9665,51.6,44.1,13.9,18.0,24.7,24.8,27.5,24.1,51.8,44.3,34.2,29.1,65.9,9.2,S16,2.0,2019
1749,Oregon,P12,38,25,108.1,91.7,0.8687,52.0,46.4,17.8,20.9,29.6,28.8,29.4,33.9,51.6,48.8,35.1,29.0,65.4,-1.1,S16,12.0,2019
1753,LSU,SEC,35,28,117.9,96.6,0.9081,51.2,49.9,17.9,20.1,36.7,30.8,37.1,33.1,52.9,49.4,31.9,33.7,71.2,7.3,S16,3.0,2019
1754,Tennessee,SEC,36,31,122.8,95.2,0.9488,55.3,48.1,15.8,18.0,31.6,30.2,33.3,34.9,55.4,44.7,36.7,35.4,68.8,9.9,S16,2.0,2019
